Matched Shingle,Entity,Search Query,Visits,Conversion,Revenue
elixir,Color name,elixir shorts,32,0.00%,$0.00
shorts,Category,elixir shorts,32,0.00%,$0.00
shorts,Category,pool shorts men,42,10.00%,$417.30
men,Gender,pool shorts men,42,10.00%,$417.30
running,Activity,running singlet,31,3.23%,$68.00
tank tops,Category,razor back tank tops,23,8.70%,$91.15
black,Color name,black and gold everywhere belt bag,18,11.11%,$96.00
everywhere,Collections,black and gold everywhere belt bag,18,11.11%,$96.00
leggings,Category,popular leggings,28,21.43%,$658.00
blue,Color Family,royal blue tank top,29,6.90%,$109.00
swiftly,Collections,run swiftly race,40,25.64%,$849.60
men,Gender,boxers men,27,26.92%,$407.00
green,Color Family,bra green,26,19.23%,$297.00
scuba,Collections,scuba gold zipper,108,26.67%,"$3,046.40"
scuba,Collections,scuba kelly green,25,4.00%,$59.00
green,Color Family,scuba kelly green,25,4.00%,$59.00
scuba,Collections,scuba oversized 1/2 zip hoodie,59,31.03%,"$2,076.80"
short,Length,short 4 inch,37,2.70%,$64.00
4,Size,short 4 inch,37,2.70%,$64.00
silver drop,Color name,silver drop backpack,38,21.05%,$709.00
tennis,Activity,sleeveless tennis dress,29,3.45%,$108.80
soft jersey,Collections,soft jersey shirt,188,33.33%,"$4,021.40"
short,Length,softstreme high-rise short 4,39,20.00%,$495.30
4,Size,softstreme high-rise short 4,39,20.00%,$495.30
speed up,Collections,speed up low rise lines,49,18.37%,$559.00
speed up,Collections,speed up lowrise,60,26.67%,$953.70
speed up,Collections,speed up shorts on sale,23,0.00%,$0.00
shorts,Category,speed up shorts on sale,23,0.00%,$0.00
blue,Color Family,sports bra blue,40,7.69%,$145.00
bone,Color name,sports bra bone,52,21.57%,$576.80
yoga,Activity,light weight high neck yoga tank,19,11.11%,$122.00
strawberry milkshake,Color name,strawberry milkshake tank,85,16.87%,$761.10
tank tops,Category,striped tank tops,33,15.15%,$238.00
surge,Collections,surge jogger *shorter,35,29.41%,"$1,094.30"
swift speed,Collections,swift speed short,41,2.50%,$33.15
short,Length,swift speed short,41,2.50%,$33.15
swiftly,Collections,swiftly wide headband,51,30.00%,$296.10
tank tops,Category,tank tops for sale,17,5.88%,$39.00
hiking,Activity,tech fleece hiking,42,9.76%,$591.00
shirts,Category,train to be shirts,30,16.67%,$350.20
true navy,Color name,true navy men,41,12.82%,$550.80
navy,Color Family,true navy men,41,12.82%,$550.80
men,Gender,true navy men,41,12.82%,$550.80
hiking,Activity,waterproof hiking jacket,46,9.52%,$834.00
white,Color name,white bra tank,21,19.05%,$238.00
white,Color name,white energy bra,54,27.78%,$829.00
energy,Collections,white energy bra,54,27.78%,$829.00
white,Color name,white hot hots,43,6.98%,$261.80
white,Color name,white tee women,25,20.83%,$245.50
women,Category,white tee women,25,20.83%,$245.50
wild indigo,Color name,wild indigo hotty hot,40,5.13%,$108.00
hotty hot,Collections,wild indigo hotty hot,40,5.13%,$108.00
wild indigo,Color name,wild indigo hotty hots,31,3.23%,$54.00
wild indigo,Color name,wild indigo legging,25,8.00%,$134.65
contour,Color name,winder train contour fit,58,26.79%,"$1,260.60"
pants,Category,woman pants sale,28,17.86%,$384.00
shorts,Category,woman sale shorts,12,8.33%,$39.00
women,Category,women align jogger,42,4.76%,$158.00
align,Collections,women align jogger,42,4.76%,$158.00
women,Category,women hotty hot,32,9.38%,$193.80
hotty hot,Collections,women hotty hot,32,9.38%,$193.80
women,Category,women pink shorts,35,5.71%,$127.00
pink,Color Family,women pink shorts,35,5.71%,$127.00
shorts,Category,women pink shorts,35,5.71%,$127.00
women,Category,women sleeveless top,16,20.00%,$306.00
long,Length,back in action long sleeve shirts,18,11.11%,$394.00
long sleeve shirts,Category,back in action long sleeve shirts,18,11.11%,$394.00
shirts,Category,back in action long sleeve shirts,18,11.11%,$394.00
belt bags,Attribute,women’s belt bags,35,8.57%,$154.00
bags,Category,women’s belt bags,35,8.57%,$154.00
dark lavender,Color name,Women’s dark lavender,18,11.11%,$156.00
long,Length,women’s long sleeve top,51,15.69%,$849.00
shorts,Category,wonder train high rise shorts,42,24.39%,$555.00
abc,Collections,wovenair abc jogger,44,13.64%,$838.00
wunder train,Collections,wunder train crop 21,42,17.07%,$611.60
wunder train,Collections,wunder train short pockets,45,9.09%,$210.90
short,Length,wunder train short pockets,45,9.09%,$210.90
wunder train,Collections,wunder train short with pockets,41,17.07%,$636.40
short,Length,wunder train short with pockets,41,17.07%,$636.40
align,Collections,align bra c d,23,4.35%,$58.00
Align,Collections,Align bra java,33,9.09%,$95.90
java,Color name,Align bra java,33,9.09%,$95.90
align,Collections,"align crop 23""",36,8.82%,$422.00
"23""",Inseam,"align crop 23""",36,8.82%,$422.00
align,Collections,align cropped leggings,51,8.16%,$480.00
cropped,Length,align cropped leggings,51,8.16%,$480.00
leggings,Category,align cropped leggings,51,8.16%,$480.00
align,Collections,align he jogger,40,17.50%,$986.00
align,Collections,align high waisted shorts,16,12.50%,$211.00
shorts,Category,align high waisted shorts,16,12.50%,$211.00
align,Collections,align hip length racer back,44,18.60%,$256.90
align,Collections,align tank orange,38,10.53%,$272.00
orange,Color Family,align tank orange,38,10.53%,$272.00
tank tops,Category,aline tank tops,40,5.00%,$155.00
short,Length,hottie hot short high rise 20,18,11.11%,$136.00
20,Size,hottie hot short high rise 20,18,11.11%,$136.00
long,Length,belt bag long strap,176,40.80%,"$3,015.90"
black,Color name,black alight leggings,23,0.00%,$0.00
leggings,Category,black alight leggings,23,0.00%,$0.00
black,Color name,black men’s shirt,28,10.71%,$214.00
black,Color name,black mini flare,57,16.98%,"$1,036.60"
mini,Length,black mini flare,57,16.98%,"$1,036.60"
black,Color name,black swifty tech,54,1.85%,$68.00
black,Color name,black tights with pockets,27,15.38%,$502.00
tights,Category,black tights with pockets,27,15.38%,$502.00
black,Color name,black with gold,49,8.16%,$271.80
black,Color name,blaze black leggings,27,7.69%,$178.00
leggings,Category,blaze black leggings,27,7.69%,$178.00
blue,Color Family,blue leggings with pockets,29,3.45%,$99.00
leggings,Category,blue leggings with pockets,29,3.45%,$99.00
bone,Color name,bone half zip,44,20.93%,"$1,030.45"
carnation red,Color name,carnation red shorts,35,5.71%,$88.00
red,Color Family,carnation red shorts,35,5.71%,$88.00
shorts,Category,carnation red shorts,35,5.71%,$88.00
swiftly,Collections,swiftly tech shirt 2.0 race length,18,11.11%,$302.00
women,Category,clearance for women,22,18.18%,$206.00
Commission,Collections,Commission Long-Sleeve Shirt *Oxford,34,24.24%,$745.97
Commission,Collections,Commission Long-Sleeve Shirt Oxford,41,17.50%,$767.80
align,Collections,"lululemon align ™m hr pant 25""",18,11.11%,$161.70
"25""",Inseam,"lululemon align ™m hr pant 25""",18,11.11%,$161.70
contour,Color name,contour fit shorts,38,5.41%,$192.00
shorts,Category,contour fit shorts,38,5.41%,$192.00
dance,Activity,dance studio flare,51,11.76%,$708.00
dance studio,Collections,dance studio flare,51,11.76%,$708.00
dance,Activity,dance studio pants full length,31,3.23%,$118.00
dance studio,Collections,dance studio pants full length,31,3.23%,$118.00
pants,Category,dance studio pants full length,31,3.23%,$118.00
full,Size,dance studio pants full length,31,3.23%,$118.00
dance,Activity,dance to studio,33,6.06%,$305.60
dark forest,Color name,dark forest womens,37,13.51%,$428.30
dark lavender,Color name,dark lavender jacket,43,5.26%,$198.00
define,Collections,define jacket green,47,10.87%,$566.15
green,Color Family,define jacket green,47,10.87%,$566.15
define,Collections,define white opal,27,0.00%,$0.00
white,Color name,define white opal,27,0.00%,$0.00
white opal,Color name,define white opal,27,0.00%,$0.00
silver blue,Color name,diamond dye silver blue,27,3.85%,$122.00
blue,Color Family,diamond dye silver blue,27,3.85%,$122.00
pink,Color Family,fanny pack pink,66,10.61%,$286.00
speed up,Collections,high rise speed up short 2.5,9,11.11%,$68.00
short,Length,high rise speed up short 2.5,9,11.11%,$68.00
long,Length,fast and free long sleeve,74,26.39%,"$1,339.20"
yoga,Activity,ribbed nulu racerback yoga tank top,19,11.11%,$99.90
free to be,Collections,free to be bra sale,34,5.88%,$127.00
full,Size,full zip women,41,15.00%,$660.00
women,Category,full zip women,41,15.00%,$660.00
fundamental,Collections,fundamental tank top,36,28.57%,$426.00
shorts,Category,gray shorts men,26,15.38%,$302.00
men,Gender,gray shorts men,26,15.38%,$302.00
hiking,Activity,grid fleece hiking,41,10.53%,$310.50
align,Collections,high align tank,36,19.44%,$637.00
align,Collections,high rise align wide leg,56,21.82%,"$1,445.65"
leggings,Category,High rise leggings 25,29,20.69%,"$1,013.35"
25,Size,High rise leggings 25,29,20.69%,"$1,013.35"
yoga,Activity,yoga shoes,79,16.46%,$831.40
shoes,Category,yoga shoes,79,16.46%,$831.40
hotty hot,Collections,hotty hot 2 inch,36,8.33%,$204.00
2,Size,hotty hot 2 inch,36,8.33%,$204.00
hotty hot,Collections,hotty hot hi rise,50,22.45%,"$1,062.65"
hotty hot,Collections,hotty hot mango dream,29,6.90%,$106.80
mango dream,Color name,hotty hot mango dream,29,6.90%,$106.80
hotty hot,Collections,hotty hot mid rise 2.5,42,2.38%,$68.00
hotty hot,Collections,hotty hot shorts pink,40,2.50%,$68.00
shorts,Category,hotty hot shorts pink,40,2.50%,$68.00
pink,Color Family,hotty hot shorts pink,40,2.50%,$68.00
shorts,Category,hotty hoy shorts,35,5.71%,$101.15
swiftly,Collections,swiftly lon,73,17.14%,"$1,053.00"
leggings,Category,leggings diamond dye,32,6.25%,$207.00
long,Length,lightweight knit long sleeve polo,95,24.14%,"$2,644.80"
green,Color Family,lime green tank,28,7.14%,$97.00
lip gloss,Color name,lip gloss skirts,33,6.06%,$166.00
skirts,Category,lip gloss skirts,33,6.06%,$166.00
Lip gloss,Color name,Lip gloss swi,41,4.88%,$129.20
long,Length,long sweater,58,10.71%,$607.30
long,Length,long bike shorts,34,0.00%,$0.00
bike,Activity,long bike shorts,34,0.00%,$0.00
shorts,Category,long bike shorts,34,0.00%,$0.00
Long,Length,Long sleeve 2.0,66,32.31%,"$1,500.00"
black,Color name,flare black,56,21.82%,"$1,506.80"
yoga,Activity,low rise yoga pants,58,17.54%,"$1,169.00"
pants,Category,low rise yoga pants,58,17.54%,"$1,169.00"
Speed Up,Collections,Speed Up High-Rise Lined Short 4,109,11.21%,$820.00
Short,Length,Speed Up High-Rise Lined Short 4,109,11.21%,$820.00
4,Size,Speed Up High-Rise Lined Short 4,109,11.21%,$820.00
align,Collections,lululemon align ribbed high rise,30,29.63%,$737.50
Short,Length,"Fast and Free Reflective High-Rise Classic-Fit Short 3""",708,11.32%,"$6,181.70"
"3""",Inseam,"Fast and Free Reflective High-Rise Classic-Fit Short 3""",708,11.32%,"$6,181.70"
l,Size,flared l,53,1.89%,$118.00
pants,Category,pants tall,53,11.76%,"$1,034.00"
short,Length,highrise short,52,14.29%,$421.15
magenta purple,Color name,magenta purple skirt,26,4.00%,$64.00
purple,Color Family,magenta purple skirt,26,4.00%,$64.00
navy,Color Family,navy biker,50,4.08%,$192.00
long,Length,tight long,50,8.00%,$258.00
men,Gender,men shorts on sale,25,24.00%,$367.00
shorts,Category,men shorts on sale,25,24.00%,$367.00
men,Gender,men tee shirts,33,9.38%,$464.00
shirts,Category,men tee shirts,33,9.38%,$464.00
everywhere,Collections,everywhere 2,48,20.83%,$528.00
2,Size,everywhere 2,48,20.83%,$528.00
align,Collections,dress align,47,12.77%,$657.10
Golf,Activity,Golf p,46,2.17%,$148.00
steady state,Collections,men’s steady state,52,26.00%,"$1,666.65"
cropped,Length,july cropped,45,6.82%,$354.00
at ease,Collections,mens at ease hoodie,71,42.03%,"$3,724.20"
at ease,Collections,mens at ease jogger,53,58.82%,"$3,392.25"
shorts,Category,mens compression shorts,51,27.45%,"$1,274.80"
hiking,Activity,hiking p,44,6.98%,$594.00
men,Gender,men bomber,44,7.14%,$515.50
blue,Color Family,skirt blue,43,6.98%,$245.00
leggings,Category,leggings fleece,40,10.26%,$326.00
shorts,Category,fitted shorts,39,0.00%,$0.00
short,Length,short swiftly,39,2.56%,$68.00
swiftly,Collections,short swiftly,39,2.56%,$68.00
leggings,Category,17 leggings,38,13.51%,$528.00
golf,Activity,nulux half-zip golf short-sleeve shirt,34,8.82%,$433.00
shorts,Category,burgundy shorts,37,5.41%,$138.00
neon,Color Family,neon bag,37,2.86%,$38.00
orange,Color Family,orange women’s shorts,29,10.71%,$214.00
shorts,Category,orange women’s shorts,29,10.71%,$214.00
37,Size,37 inch,36,11.43%,$601.60
grey,Color Family,grey pant,36,11.76%,$472.00
pace breaker,Collections,pace breaker liner less 7,38,37.84%,$840.40
7,Size,pace breaker liner less 7,38,37.84%,$840.40
purple,Color Family,petrol purple bra,48,12.50%,$253.25
capris,Category,plus size capris,26,11.54%,$450.00
define,Collections,define blue,32,6.67%,$236.00
blue,Color Family,define blue,32,6.67%,$236.00
cropped,Length,quilted light insulation cropped jacket,50,16.33%,"$1,325.45"
align,Collections,align high rise wide leg crop,53,11.32%,$539.15
red,Color Family,red bike shorts,30,0.00%,$0.00
bike,Activity,red bike shorts,30,0.00%,$0.00
shorts,Category,red bike shorts,30,0.00%,$0.00
white,Color name,white yoga,30,3.33%,$88.00
yoga,Activity,white yoga,30,3.33%,$88.00
slides,Attribute,rest feel slides,66,21.21%,$749.50
black,Color name,dress black,27,11.11%,$330.00
running,Activity,running tights with pockets,36,27.78%,$918.15
tights,Category,running tights with pockets,36,27.78%,$918.15
orange,Color Family,orange tights,27,0.00%,$0.00
tights,Category,orange tights,27,0.00%,$0.00
scuba,Collections,scuba half zip oversized,49,10.42%,$610.00
leggings,Category,shinny leggings,26,15.38%,$333.00
cropped,Length,Sculpted cropped tank,40,30.00%,$777.80
shorts,Category,shorts w pockets,30,3.33%,$74.00
yoga,Activity,yoga men’s,24,8.33%,$187.00
socks,Category,socks for women,54,30.19%,$613.60
women,Category,socks for women,54,30.19%,$613.60
shorts,Category,clearence shorts,22,4.55%,$49.00
sonic pink,Color name,sonic pink everywhere,37,0.00%,$0.00
pink,Color Family,sonic pink everywhere,37,0.00%,$0.00
everywhere,Collections,sonic pink everywhere,37,0.00%,$0.00
shorts,Category,speed it up shorts,40,7.50%,$215.00
shorts,Category,spped up shorts,42,11.90%,$367.65
short,Length,Stretch Woven high rise short,40,7.50%,$264.00
summer glow,Color name,summer glow shirt,19,16.67%,$150.00
pants,Category,sweat pants woman,44,0.00%,$0.00
swiftly,Collections,swiftly long sleeve relaxed,54,28.30%,"$1,007.80"
long,Length,swiftly long sleeve relaxed,54,28.30%,"$1,007.80"
swiftly,Collections,swiftly short sleeved,45,9.09%,$305.80
short,Length,swiftly short sleeved,45,9.09%,$305.80
swiftly,Collections,swiftly tech racelength,40,12.50%,$321.00
we made too much,Category,we made too much sports bra,143,11.35%,$448.05
tennis,Activity,tennis tank dress,34,17.65%,$691.00
short,Length,the short linerless,48,21.28%,$548.80
tidal teal,Color name,tidal teal align tank,32,9.38%,$137.00
align,Collections,tidal teal align tank,32,9.38%,$137.00
shorts,Category,track that mid rise shorts,36,5.56%,$78.00
short,Length,fast and free hr classic short 3,35,11.43%,$339.30
white,Color name,white tennis pants,35,14.29%,$608.00
tennis,Activity,white tennis pants,35,14.29%,$608.00
pants,Category,white tennis pants,35,14.29%,$608.00
women,Category,women cargo short,30,13.33%,$414.00
short,Length,women cargo short,30,13.33%,$414.00
women,Category,women dress pant,34,0.00%,$0.00
women,Category,women tennis shirt,33,12.12%,$381.00
tennis,Activity,women tennis shirt,33,12.12%,$381.00
women,Category,women wide leg pant,46,4.35%,$572.00
shorts,Category,women’s shorts with pocket,26,11.54%,$270.00
work,Activity,women’s work pant,40,2.50%,$89.00
dance,Activity,womens dance studio pants,67,10.61%,$894.00
dance studio,Collections,womens dance studio pants,67,10.61%,$894.00
pants,Category,womens dance studio pants,67,10.61%,$894.00
true navy,Color name,womens true navy,53,8.16%,$550.00
navy,Color Family,womens true navy,53,8.16%,$550.00
workout,Activity,workout long sleeve shirts,45,13.33%,$527.00
long,Length,workout long sleeve shirts,45,13.33%,$527.00
long sleeve shirts,Category,workout long sleeve shirts,45,13.33%,$527.00
shirts,Category,workout long sleeve shirts,45,13.33%,$527.00
wunder train,Collections,wunder train capri,30,23.33%,$585.75
wunder train,Collections,wunder train kelly green,46,19.57%,$541.65
green,Color Family,wunder train kelly green,46,19.57%,$541.65
Yoga,Activity,Yoga mat str,49,20.41%,$253.40
26,Size,26,38,7.89%,$652.00
2,Size,2 liter bag,44,13.64%,$280.80
4,Size,4 inch speed up,41,10.00%,$331.00
speed up,Collections,4 inch speed up,41,10.00%,$331.00
5,Size,5 inch women’s,33,9.09%,$338.30
abc,Collections,abc classic fit trousers,63,33.90%,"$2,745.60"
trousers,Category,abc classic fit trousers,63,33.90%,"$2,745.60"
abc,Collections,abc pant slim 30,42,14.63%,$873.40
30,Size,abc pant slim 30,42,14.63%,$873.40
abc,Collections,abc slim fit pant warpstreme,45,50.00%,"$3,073.80"
abc,Collections,"abc slim-fit trouser 34"" *warpstreme",61,36.67%,"$3,718.40"
"34""",Inseam,"abc slim-fit trouser 34"" *warpstreme",61,36.67%,"$3,718.40"
align,Collections,align 28 pocket,68,17.65%,"$1,625.60"
28,Size,align 28 pocket,68,17.65%,"$1,625.60"
align,Collections,"align 4"" shorts",31,6.45%,$97.00
"4""",Inseam,"align 4"" shorts",31,6.45%,$97.00
